DAT	W	Wroot	OMN	OMS	Tsoil	Eh	Com	Cr	P	FEh	Ebl	Ep	E
266.0	885.4595152808281	85.15531944453573	111.70194132837491	124.92283347869702	24.768	13.547176009713052	1.7466213047285062	8.694275378609662	0.2808976333824499	0.15668236725543738	0.007411034268128843	0.05349437590377137	0.06090541017190021
267.0	886.4172801603663	85.24100284616566	110.50884639220675	124.77457702817964	22.108000000000004	42.049199413502244	1.341351386685545	8.706032264502927	0.1531208171551997	0.11343133610643619	0.0038929264418929577	0.02860404194923517	0.03249696839112813
268.0	887.3048980888876	85.32040504496763	109.97050926391226	124.70704016506923	14.736	67.11558891619869	0.6058739914048807	8.716930908851038	0.05153389759722334	0.08538000483268478	0.0011374643149506803	0.009443012654276762	0.010580476969227441
269.0	888.1273795149771	85.3939755199375	109.46265314511848	124.64305004643711	14.128000000000002	89.1604758282401	0.571846237425898	8.72703220591468	0.0376709776573026	0.06650451807039218	0.0008177521558043441	0.006770812931575365	0.007588565087379709
270.0	888.889395239939	85.46213316033288	108.87203675775869	124.56832519146728	15.496	108.54807207190403	0.6653412423296142	8.736392981467501	0.03518235031561406	0.053385746747678244	0.0007897542090176407	0.006202512323601571	0.006992266532619212
271.0	889.5952967991811	85.52526811949201	108.1780530145396	124.48009889165762	17.016000000000002	125.59868746435671	0.7822100430287554	8.745066227999027	0.03424740204698392	0.04400500985244129	0.0007944282597662353	0.005922053885854272	0.006716482145620507
272.0	890.2491360156262	85.58374359031097	107.6253066557983	124.40942741842875	15.040000000000001	140.59402167740316	0.6234178319701787	8.753101331844425	0.023210235174848187	0.0371274417735544	0.00051460012944705	0.003936586341243015	0.004451186470690065
273.0	890.8546836938121	85.63789750014132	107.10128560742699	124.34212276200464	14.66	153.78181830440897	0.591325704795421	8.76054429158141	0.01912564487620233	0.03197309191898454	0.00041977084034539746	0.003181602371595736	0.003601373211941133
274.0	891.4154474375739	85.68804412407269	106.46386082205828	124.25989659796402	16.560000000000002	165.3799579259955	0.7196509494093324	8.76743792724267	0.020606807467480358	0.02803486990608656	0.0004725300280543596	0.00336220815107446	0.0038347381791288197
275.0	891.9346885859741	85.73447561655917	105.47788525782168	124.13203138131873	20.664	175.580057797596	1.1138407808818835	8.773822080066772	0.028723882195564376	0.024974316512069893	0.0007102282171277944	0.004596592371226354	0.005306820588354149
276.0	892.4154382717853	85.77746346215463	104.47688261031657	124.00113875997901	20.968000000000004	184.55063763067378	1.1318952688448245	8.779733802655299	0.02672128163010731	0.022560066759755523	0.000663565373760322	0.004193961037518802	0.004857526411279124
277.0	892.8605126146182	85.8172598467645	103.60256830481413	123.88583843196204	19.904	192.43990377067237	0.989614633519415	8.78520753952339	0.021653125382024272	0.020630482249037338	0.0005282614124391377	0.0033331708904528645	0.003861432302892002
278.0	893.2725270669828	85.85409895134183	102.78498328099838	123.77721048767013	19.448	199.37819777015554	0.9262129681076574	8.790275298127643	0.018968370776977987	0.019070367761657183	0.0004589797298271756	0.002863735196742825	0.0033227149265700005
279.0	893.6539099364256	85.88819817034368	101.90302832079257	123.65920154504776	20.284	205.480149810941	0.9999639028281694	8.794966810533445	0.01933767487218815	0.017796116294529242	0.00047436333628628305	0.002863315299227222	0.003337678635513505
280.0	894.0069151105633	85.91975925756526	100.94381256980245	123.52986741693762	21.196000000000005	210.84657255273015	1.088549879100266	8.799309685945016	0.020045791849953212	0.01674602287955555	0.0004987358316790345	0.002911030547316511	0.0034097663789955453
